$DateFormat=mm/dd/yyyy,
11/14/1951,114
11/15/1951,119
11/16/1951,102
11/17/1951,82
11/18/1951,62
11/19/1951,68
11/20/1951,80
11/21/1951,95
11/22/1951,100
11/23/1951,100
11/24/1951,100
11/25/1951,100
11/26/1951,95
11/27/1951,80
11/28/1951,94
11/29/1951,92
11/30/1951,92
12/1/1951,92
12/2/1951,94
12/3/1951,90
12/4/1951,82
12/5/1951,86
12/6/1951,90
12/7/1951,80
12/8/1951,60
12/9/1951,45
12/10/1951,48
12/11/1951,55
12/12/1951,60
12/13/1951,75
12/14/1951,74
12/15/1951,74
12/16/1951,82
12/17/1951,92
12/18/1951,100
12/19/1951,100
12/20/1951,100
12/21/1951,94
12/22/1951,96
12/23/1951,96
12/24/1951,96
12/25/1951,96
12/26/1951,94
12/27/1951,86
12/28/1951,84
12/29/1951,88
12/30/1951,96
12/31/1951,96
1/1/1952,96
1/2/1952,96
1/3/1952,92
1/4/1952,94
1/5/1952,96
1/6/1952,100
1/7/1952,102
1/8/1952,104
1/9/1952,102
1/10/1952,100
1/11/1952,96
1/12/1952,94
1/13/1952,94
1/14/1952,100
1/15/1952,104
1/16/1952,100
1/17/1952,96
1/18/1952,98
1/19/1952,100
1/20/1952,98
1/21/1952,96
1/22/1952,94
1/23/1952,96
1/24/1952,96
1/25/1952,98
1/26/1952,94
1/27/1952,94
1/28/1952,92
1/29/1952,90
1/30/1952,90
1/31/1952,90
2/1/1952,92
2/2/1952,92
2/3/1952,92
2/4/1952,92
2/5/1952,88
2/6/1952,82
2/7/1952,80
2/8/1952,80
2/9/1952,80
2/10/1952,76
2/11/1952,80
2/12/1952,88
2/13/1952,88
2/14/1952,88
2/15/1952,86
2/16/1952,86
2/17/1952,88
2/18/1952,88
2/19/1952,84
2/20/1952,76
2/21/1952,72
2/22/1952,76
2/23/1952,78
2/24/1952,76
2/25/1952,74
2/26/1952,72
2/27/1952,68
2/28/1952,90
2/29/1952,96
3/1/1952,98
3/2/1952,96
3/3/1952,90
3/4/1952,85
3/5/1952,80
3/6/1952,82
3/7/1952,88
3/8/1952,90
3/9/1952,90
3/10/1952,90
3/11/1952,88
3/12/1952,92
3/13/1952,94
3/14/1952,92
3/15/1952,96
3/16/1952,101
3/17/1952,97
3/18/1952,95
3/19/1952,97
3/20/1952,96
3/21/1952,94
3/22/1952,92
3/23/1952,104
3/24/1952,101
3/25/1952,98
3/26/1952,97
3/27/1952,101
3/28/1952,103
3/29/1952,108
3/30/1952,111
3/31/1952,120
4/1/1952,104
4/2/1952,106
4/3/1952,112
4/4/1952,112
4/5/1952,111
4/6/1952,120
4/7/1952,139
4/8/1952,146
4/9/1952,133
4/10/1952,117
4/11/1952,128
4/12/1952,134
4/13/1952,131
4/14/1952,131
4/15/1952,149
4/16/1952,154
4/17/1952,163
4/18/1952,177
4/19/1952,196
4/20/1952,204
4/21/1952,280
4/22/1952,212
4/23/1952,196
4/24/1952,228
4/25/1952,262
4/26/1952,278
4/27/1952,292
4/28/1952,292
4/29/1952,298
4/30/1952,331
5/1/1952,346
5/2/1952,361
5/3/1952,391
5/4/1952,421
5/5/1952,463
5/6/1952,512
5/7/1952,486
5/8/1952,486
5/9/1952,476
5/10/1952,846
5/11/1952,834
5/12/1952,684
5/13/1952,684
5/14/1952,668
5/15/1952,720
5/16/1952,714
5/17/1952,476
5/18/1952,417
5/19/1952,421
5/20/1952,417
5/21/1952,402
5/22/1952,384
5/23/1952,441
5/24/1952,517
5/25/1952,590
5/26/1952,652
5/27/1952,668
5/28/1952,646
5/29/1952,657
5/30/1952,690
5/31/1952,726
6/1/1952,720
6/2/1952,720
6/3/1952,768
6/4/1952,810
6/5/1952,928
6/6/1952,968
6/7/1952,1080
6/8/1952,1120
6/9/1952,1100
6/10/1952,1100
6/11/1952,1100
6/12/1952,994
6/13/1952,942
6/14/1952,883
6/15/1952,840
6/16/1952,840
6/17/1952,720
6/18/1952,646
6/19/1952,726
6/20/1952,876
6/21/1952,916
6/22/1952,890
6/23/1952,896
6/24/1952,870
6/25/1952,822
6/26/1952,786
6/27/1952,762
6/28/1952,720
6/29/1952,668
6/30/1952,635
7/1/1952,610
7/2/1952,600
7/3/1952,590
7/4/1952,630
7/5/1952,679
7/6/1952,714
7/7/1952,744
7/8/1952,762
7/9/1952,768
7/10/1952,750
7/11/1952,708
7/12/1952,646
7/13/1952,600
7/14/1952,560
7/15/1952,535
7/16/1952,517
7/17/1952,490
7/18/1952,463
7/19/1952,454
7/20/1952,433
7/21/1952,421
7/22/1952,405
7/23/1952,402
7/24/1952,417
7/25/1952,421
7/26/1952,450
7/27/1952,468
7/28/1952,490
7/29/1952,720
7/30/1952,768
7/31/1952,668
8/1/1952,702
8/2/1952,720
8/3/1952,662
8/4/1952,810
8/5/1952,870
8/6/1952,822
8/7/1952,816
8/8/1952,804
8/9/1952,577
8/10/1952,471
8/11/1952,495
8/12/1952,476
8/13/1952,453
8/14/1952,415
8/15/1952,395
8/16/1952,370
8/17/1952,353
8/18/1952,480
8/19/1952,577
8/20/1952,566
8/21/1952,551
8/22/1952,652
8/23/1952,510
8/24/1952,384
8/25/1952,392
8/26/1952,374
8/27/1952,307
8/28/1952,292
8/29/1952,286
8/30/1952,301
8/31/1952,333
9/1/1952,329
9/2/1952,307
9/3/1952,298
9/4/1952,268
9/5/1952,255
9/6/1952,247
9/7/1952,236
9/8/1952,222
9/9/1952,214
9/10/1952,212
9/11/1952,204
9/12/1952,197
9/13/1952,186
9/14/1952,172
9/15/1952,155
9/16/1952,149
9/17/1952,168
9/18/1952,170
9/19/1952,200
9/20/1952,207
9/21/1952,209
9/22/1952,214
9/23/1952,212
9/24/1952,207
9/25/1952,224
9/26/1952,226
9/27/1952,236
9/28/1952,236
9/29/1952,236
9/30/1952,242
10/1/1952,252
10/2/1952,249
10/3/1952,247
10/4/1952,247
10/5/1952,247
10/6/1952,149
10/7/1952,110
10/8/1952,107
10/9/1952,106
10/10/1952,102
10/11/1952,100
10/12/1952,97
10/13/1952,113
10/14/1952,120
10/15/1952,97
10/16/1952,95
10/17/1952,96
10/18/1952,92
10/19/1952,92
10/20/1952,102
10/21/1952,120
10/22/1952,144
10/23/1952,176
10/24/1952,184
10/25/1952,192
10/26/1952,192
10/27/1952,192
10/28/1952,192
10/29/1952,212
10/30/1952,212
10/31/1952,212
11/1/1952,214
11/2/1952,216
11/3/1952,214
11/4/1952,195
11/5/1952,188
11/6/1952,192
11/7/1952,180
11/8/1952,200
11/9/1952,192
11/10/1952,164
11/11/1952,155
11/12/1952,172
11/13/1952,172
11/14/1952,174
11/15/1952,170
11/16/1952,148
11/17/1952,157
11/18/1952,144
11/19/1952,142
11/20/1952,148
11/21/1952,141
11/22/1952,124
11/23/1952,106
11/24/1952,107
11/25/1952,99
11/26/1952,84
11/27/1952,72
11/28/1952,76
11/29/1952,70
11/30/1952,74
12/1/1952,82
12/2/1952,80
12/3/1952,83
12/4/1952,89
12/5/1952,88
12/6/1952,84
12/7/1952,88
12/8/1952,94
12/9/1952,90
12/10/1952,107
12/11/1952,94
12/12/1952,98
12/13/1952,95
12/14/1952,93
12/15/1952,90
12/16/1952,90
12/17/1952,92
12/18/1952,86
12/19/1952,82
12/20/1952,80
12/21/1952,84
12/22/1952,94
12/23/1952,92
12/24/1952,88
12/25/1952,70
12/26/1952,73
12/27/1952,78
12/28/1952,80
12/29/1952,88
12/30/1952,87
12/31/1952,88
1/1/1953,88
1/2/1953,88
1/3/1953,88
1/4/1953,88
1/5/1953,87
1/6/1953,87
1/7/1953,84
1/8/1953,78
1/9/1953,80
1/10/1953,82
1/11/1953,90
1/12/1953,88
1/13/1953,84
1/14/1953,82
1/15/1953,74
1/16/1953,62
1/17/1953,70
1/18/1953,97
1/19/1953,92
1/20/1953,90
1/21/1953,88
1/22/1953,81
1/23/1953,86
1/24/1953,82
1/25/1953,90
1/26/1953,88
1/27/1953,84
1/28/1953,81
1/29/1953,82
1/30/1953,80
1/31/1953,78
2/1/1953,72
2/2/1953,74
2/3/1953,82
2/4/1953,88
2/5/1953,82
2/6/1953,72
2/7/1953,72
2/8/1953,74
2/9/1953,67
2/10/1953,44
2/11/1953,45
2/12/1953,48
2/13/1953,60
2/14/1953,70
2/15/1953,61
2/16/1953,54
2/17/1953,62
2/18/1953,67
2/19/1953,54
2/20/1953,50
2/21/1953,44
2/22/1953,47
2/23/1953,70
2/24/1953,80
2/25/1953,72
2/26/1953,78
2/27/1953,80
2/28/1953,80
3/1/1953,84
3/2/1953,74
3/3/1953,65
3/4/1953,62
3/5/1953,68
3/6/1953,87
3/7/1953,86
3/8/1953,88
3/9/1953,97
3/10/1953,93
3/11/1953,94
3/12/1953,91
3/13/1953,94
3/14/1953,90
3/15/1953,83
3/16/1953,85
3/17/1953,91
3/18/1953,90
3/19/1953,90
3/20/1953,92
3/21/1953,85
3/22/1953,83
3/23/1953,80
3/24/1953,82
3/25/1953,85
3/26/1953,90
3/27/1953,92
3/28/1953,95
3/29/1953,101
3/30/1953,117
3/31/1953,102
4/1/1953,111
4/2/1953,110
4/3/1953,101
4/4/1953,104
4/5/1953,105
4/6/1953,114
4/7/1953,116
4/8/1953,104
4/9/1953,96
4/10/1953,96
4/11/1953,100
4/12/1953,100
4/13/1953,100
4/14/1953,108
4/15/1953,104
4/16/1953,103
4/17/1953,110
4/18/1953,102
4/19/1953,106
4/20/1953,105
4/21/1953,112
4/22/1953,133
4/23/1953,159
4/24/1953,163
4/25/1953,147
4/26/1953,141
4/27/1953,149
4/28/1953,166
4/29/1953,240
4/30/1953,215
5/1/1953,196
5/2/1953,183
5/3/1953,181
5/4/1953,183
5/5/1953,179
5/6/1953,188
5/7/1953,198
5/8/1953,202
5/9/1953,208
5/10/1953,208
5/11/1953,194
5/12/1953,223
5/13/1953,226
5/14/1953,226
5/15/1953,242
5/16/1953,304
5/17/1953,370
5/18/1953,388
5/19/1953,405
5/20/1953,402
5/21/1953,402
5/22/1953,425
5/23/1953,494
5/24/1953,526
5/25/1953,555
5/26/1953,570
5/27/1953,545
5/28/1953,702
5/29/1953,780
5/30/1953,600
5/31/1953,640
6/1/1953,674
6/2/1953,652
6/3/1953,668
6/4/1953,600
6/5/1953,560
6/6/1953,565
6/7/1953,595
6/8/1953,590
6/9/1953,585
6/10/1953,590
6/11/1953,610
6/12/1953,605
6/13/1953,774
6/14/1953,834
6/15/1953,846
6/16/1953,732
6/17/1953,916
6/18/1953,876
6/19/1953,909
6/20/1953,1080
6/21/1953,1020
6/22/1953,1120
6/23/1953,876
6/24/1953,668
6/25/1953,535
6/26/1953,540
6/27/1953,526
6/28/1953,517
6/29/1953,458
6/30/1953,409
7/1/1953,402
7/2/1953,391
7/3/1953,384
7/4/1953,384
7/5/1953,402
7/6/1953,472
7/7/1953,504
7/8/1953,486
7/9/1953,504
7/10/1953,526
7/11/1953,652
7/12/1953,640
7/13/1953,768
7/14/1953,720
7/15/1953,762
7/16/1953,756
7/17/1953,804
7/18/1953,679
7/19/1953,792
7/20/1953,846
7/21/1953,768
7/22/1953,798
7/23/1953,816
7/24/1953,652
7/25/1953,635
7/26/1953,545
7/27/1953,535
7/28/1953,535
7/29/1953,652
7/30/1953,726
7/31/1953,834
8/1/1953,834
8/2/1953,1130
8/3/1953,1250
8/4/1953,1100
8/5/1953,1070
8/6/1953,822
8/7/1953,600
8/8/1953,657
8/9/1953,646
8/10/1953,585
8/11/1953,540
8/12/1953,522
8/13/1953,458
8/14/1953,402
8/15/1953,380
8/16/1953,377
8/17/1953,555
8/18/1953,630
8/19/1953,674
8/20/1953,657
8/21/1953,614
8/22/1953,411
8/23/1953,419
8/24/1953,419
8/25/1953,388
8/26/1953,336
8/27/1953,336
8/28/1953,350
8/29/1953,314
8/30/1953,286
8/31/1953,277
9/1/1953,262
9/2/1953,257
9/3/1953,252
9/4/1953,239
9/5/1953,229
9/6/1953,195
9/7/1953,186
9/8/1953,197
9/9/1953,200
9/10/1953,214
9/11/1953,222
9/12/1953,219
9/13/1953,216
9/14/1953,209
9/15/1953,236
9/16/1953,242
9/17/1953,236
9/18/1953,229
9/19/1953,222
9/20/1953,216
9/21/1953,214
9/22/1953,209
9/23/1953,207
9/24/1953,202
9/25/1953,214
9/26/1953,219
9/27/1953,224
9/28/1953,224
9/29/1953,262
9/30/1953,271
10/1/1953,273
10/2/1953,273
10/3/1953,267
10/4/1953,234
10/5/1953,239
10/6/1953,242
10/7/1953,239
10/8/1953,237
10/9/1953,234
10/10/1953,232
10/11/1953,229
10/12/1953,229
10/13/1953,237
10/14/1953,250
10/15/1953,245
10/16/1953,242
10/17/1953,259
10/18/1953,256
10/19/1953,256
10/20/1953,256
10/21/1953,226
10/22/1953,216
10/23/1953,221
10/24/1953,219
10/25/1953,213
10/26/1953,219
10/27/1953,206
10/28/1953,198
10/29/1953,178
10/30/1953,176
10/31/1953,174
11/1/1953,170
11/2/1953,172
11/3/1953,186
11/4/1953,195
11/5/1953,193
11/6/1953,195
11/7/1953,184
11/8/1953,155
11/9/1953,85
11/10/1953,96
11/11/1953,113
11/12/1953,110
11/13/1953,113
11/14/1953,153
11/15/1953,144
11/16/1953,146
11/17/1953,153
11/18/1953,164
11/19/1953,159
11/20/1953,136
11/21/1953,142
11/22/1953,144
11/23/1953,172
11/24/1953,149
11/25/1953,148
11/26/1953,153
11/27/1953,153
11/28/1953,122
11/29/1953,110
11/30/1953,104
12/1/1953,109
12/2/1953,116
12/3/1953,109
12/4/1953,87
12/5/1953,100
12/6/1953,97
12/7/1953,104
12/8/1953,106
12/9/1953,100
12/10/1953,109
12/11/1953,103
12/12/1953,99
12/13/1953,113
12/14/1953,116
12/15/1953,109
12/16/1953,100
12/17/1953,107
12/18/1953,110
12/19/1953,110
12/20/1953,110
12/21/1953,93
12/22/1953,70
12/23/1953,72
12/24/1953,82
12/25/1953,86
12/26/1953,88
12/27/1953,92
12/28/1953,90
12/29/1953,85
12/30/1953,86
12/31/1953,91
1/1/1954,94
1/2/1954,94
1/3/1954,98
1/4/1954,102
1/5/1954,105
1/6/1954,111
1/7/1954,110
1/8/1954,103
1/9/1954,96
1/10/1954,74
1/11/1954,76
1/12/1954,76
1/13/1954,79
1/14/1954,84
1/15/1954,88
1/16/1954,90
1/17/1954,88
1/18/1954,84
1/19/1954,82
1/20/1954,82
1/21/1954,74
1/22/1954,72
1/23/1954,80
1/24/1954,84
1/25/1954,83
1/26/1954,79
1/27/1954,81
1/28/1954,82
1/29/1954,84
1/30/1954,91
1/31/1954,100
2/1/1954,114
2/2/1954,113
2/3/1954,95
2/4/1954,99
2/5/1954,96
2/6/1954,103
2/7/1954,93
2/8/1954,99
2/9/1954,104
2/10/1954,103
2/11/1954,102
2/12/1954,104
2/13/1954,106
2/14/1954,111
2/15/1954,106
2/16/1954,87
2/17/1954,90
2/18/1954,104
2/19/1954,103
2/20/1954,85
2/21/1954,92
2/22/1954,103
2/23/1954,90
2/24/1954,99
2/25/1954,102
2/26/1954,99
2/27/1954,95
2/28/1954,72
3/1/1954,82
3/2/1954,89
3/3/1954,76
3/4/1954,111
3/5/1954,113
3/6/1954,116
3/7/1954,110
3/8/1954,104
3/9/1954,109
3/10/1954,114
3/11/1954,111
3/12/1954,77
3/13/1954,61
3/14/1954,73
3/15/1954,85
3/16/1954,93
3/17/1954,88
3/18/1954,84
3/19/1954,71
3/20/1954,89
3/21/1954,84
3/22/1954,87
3/23/1954,84
3/24/1954,85
3/25/1954,81
3/26/1954,74
3/27/1954,81
3/28/1954,84
3/29/1954,84
3/30/1954,84
3/31/1954,89
4/1/1954,89
4/2/1954,95
4/3/1954,95
4/4/1954,96
4/5/1954,102
4/6/1954,174
4/7/1954,190
4/8/1954,239
4/9/1954,250
4/10/1954,248
4/11/1954,221
4/12/1954,132
4/13/1954,111
4/14/1954,174
4/15/1954,200
4/16/1954,190
4/17/1954,224
4/18/1954,203
4/19/1954,206
4/20/1954,245
4/21/1954,250
4/22/1954,250
4/23/1954,242
4/24/1954,239
4/25/1954,239
4/26/1954,239
4/27/1954,232
4/28/1954,229
4/29/1954,234
4/30/1954,288
5/1/1954,250
5/2/1954,273
5/3/1954,291
5/4/1954,318
5/5/1954,335
5/6/1954,361
5/7/1954,357
5/8/1954,342
5/9/1954,314
5/10/1954,380
5/11/1954,368
5/12/1954,388
5/13/1954,434
5/14/1954,464
5/15/1954,469
5/16/1954,469
5/17/1954,460
5/18/1954,464
5/19/1954,492
5/20/1954,545
5/21/1954,540
5/22/1954,520
5/23/1954,475
5/24/1954,450
5/25/1954,465
5/26/1954,490
5/27/1954,530
5/28/1954,565
5/29/1954,560
5/30/1954,500
5/31/1954,460
6/1/1954,405
6/2/1954,370
6/3/1954,360
6/4/1954,357
6/5/1954,355
6/6/1954,358
6/7/1954,360
6/8/1954,363
6/9/1954,365
6/10/1954,345
6/11/1954,305
6/12/1954,282
6/13/1954,256
6/14/1954,396
6/15/1954,501
6/16/1954,526
6/17/1954,550
6/18/1954,555
6/19/1954,388
6/20/1954,342
6/21/1954,324
6/22/1954,380
6/23/1954,446
6/24/1954,400
6/25/1954,392
6/26/1954,332
6/27/1954,339
6/28/1954,372
6/29/1954,365
6/30/1954,361
7/1/1954,368
7/2/1954,365
7/3/1954,354
7/4/1954,324
7/5/1954,321
7/6/1954,328
7/7/1954,361
7/8/1954,361
7/9/1954,361
7/10/1954,346
7/11/1954,339
7/12/1954,294
7/13/1954,560
7/14/1954,629
7/15/1954,602
7/16/1954,597
7/17/1954,429
7/18/1954,446
7/19/1954,434
7/20/1954,434
7/21/1954,376
7/22/1954,380
7/23/1954,372
7/24/1954,357
7/25/1954,324
7/26/1954,314
7/27/1954,310
7/28/1954,357
7/29/1954,372
7/30/1954,392
7/31/1954,392
8/1/1954,388
8/2/1954,368
8/3/1954,332
8/4/1954,310
8/5/1954,339
8/6/1954,372
8/7/1954,339
8/8/1954,307
8/9/1954,288
8/10/1954,332
8/11/1954,365
8/12/1954,372
8/13/1954,384
8/14/1954,380
8/15/1954,372
8/16/1954,361
8/17/1954,314
8/18/1954,282
8/19/1954,273
8/20/1954,291
8/21/1954,297
8/22/1954,300
8/23/1954,297
8/24/1954,285
8/25/1954,291
8/26/1954,288
8/27/1954,285
8/28/1954,282
8/29/1954,279
8/30/1954,279
8/31/1954,279
9/1/1954,279
9/2/1954,276
9/3/1954,282
9/4/1954,288
9/5/1954,219
9/6/1954,195
9/7/1954,245
9/8/1954,259
9/9/1954,259
9/10/1954,253
9/11/1954,250
9/12/1954,250
9/13/1954,250
9/14/1954,250
9/15/1954,237
9/16/1954,232
9/17/1954,226
9/18/1954,224
9/19/1954,221
9/20/1954,221
9/21/1954,219
9/22/1954,195
9/23/1954,188
9/24/1954,216
9/25/1954,248
9/26/1954,242
9/27/1954,262
9/28/1954,256
9/29/1954,234
9/30/1954,221
10/1/1954,216
10/2/1954,211
10/3/1954,208
10/4/1954,229
10/5/1954,234
10/6/1954,224
10/7/1954,216
10/8/1954,213
10/9/1954,211
10/10/1954,208
10/11/1954,208
10/12/1954,208
10/13/1954,211
10/14/1954,211
10/15/1954,206
10/16/1954,203
10/17/1954,200
10/18/1954,198
10/19/1954,195
10/20/1954,195
10/21/1954,200
10/22/1954,248
10/23/1954,250
10/24/1954,248
10/25/1954,245
10/26/1954,208
10/27/1954,195
10/28/1954,237
10/29/1954,211
10/30/1954,208
10/31/1954,200
11/1/1954,200
11/2/1954,155
11/3/1954,146
11/4/1954,132
11/5/1954,116
11/6/1954,120
11/7/1954,119
11/8/1954,116
11/9/1954,100
11/10/1954,87
11/11/1954,82
11/12/1954,87
11/13/1954,97
11/14/1954,93
11/15/1954,85
11/16/1954,83
11/17/1954,83
11/18/1954,75
11/19/1954,75
11/20/1954,82
11/21/1954,78
11/22/1954,127
11/23/1954,162
11/24/1954,153
11/25/1954,149
11/26/1954,151
11/27/1954,139
11/28/1954,136
11/29/1954,120
11/30/1954,120
12/1/1954,120
12/2/1954,131
12/3/1954,148
12/4/1954,149
12/5/1954,146
12/6/1954,131
12/7/1954,77
12/8/1954,44
12/9/1954,32
12/10/1954,30
12/11/1954,40
12/12/1954,38
12/13/1954,39
12/14/1954,40
12/15/1954,42
12/16/1954,42
12/17/1954,36
12/18/1954,38
12/19/1954,41
12/20/1954,43
12/21/1954,43
12/22/1954,45
12/23/1954,48
12/24/1954,52
12/25/1954,58
12/26/1954,58
12/27/1954,50
12/28/1954,36
12/29/1954,40
12/30/1954,52
12/31/1954,70
1/1/1955,76
1/2/1955,84
1/3/1955,84
1/4/1955,84
1/5/1955,80
1/6/1955,70
1/7/1955,74
1/8/1955,72
1/9/1955,68
1/10/1955,64
1/11/1955,66
1/12/1955,62
1/13/1955,64
1/14/1955,80
1/15/1955,74
1/16/1955,76
1/17/1955,76
1/18/1955,60
1/19/1955,68
1/20/1955,70
1/21/1955,70
1/22/1955,66
1/23/1955,60
1/24/1955,58
1/25/1955,62
1/26/1955,62
1/27/1955,62
1/28/1955,63
1/29/1955,68
1/30/1955,74
1/31/1955,74
2/1/1955,72
2/2/1955,72
2/3/1955,71
2/4/1955,67
2/5/1955,66
2/6/1955,74
2/7/1955,72
2/8/1955,84
2/9/1955,84
2/10/1955,72
2/11/1955,68
2/12/1955,68
2/13/1955,72
2/14/1955,74
2/15/1955,76
2/16/1955,76
2/17/1955,80
2/18/1955,66
2/19/1955,62
2/20/1955,54
2/21/1955,53
2/22/1955,58
2/23/1955,64
2/24/1955,68
2/25/1955,74
2/26/1955,72
2/27/1955,70
2/28/1955,73
3/1/1955,81
3/2/1955,87
3/3/1955,87
3/4/1955,86
3/5/1955,80
3/6/1955,78
3/7/1955,79
3/8/1955,85
3/9/1955,94
3/10/1955,94
3/11/1955,93
3/12/1955,92
3/13/1955,84
3/14/1955,86
3/15/1955,87
3/16/1955,79
3/17/1955,80
3/18/1955,73
3/19/1955,77
3/20/1955,79
3/21/1955,69
3/22/1955,73
3/23/1955,78
3/24/1955,79
3/25/1955,69
3/26/1955,66
3/27/1955,74
3/28/1955,81
3/29/1955,85
3/30/1955,83
3/31/1955,92
4/1/1955,75
4/2/1955,82
4/3/1955,85
4/4/1955,73
4/5/1955,72
4/6/1955,79
4/7/1955,73
4/8/1955,75
4/9/1955,78
4/10/1955,79
4/11/1955,91
4/12/1955,101
4/13/1955,100
4/14/1955,139
4/15/1955,165
4/16/1955,210
4/17/1955,355
4/18/1955,377
4/19/1955,394
4/20/1955,361
4/21/1955,298
4/22/1955,255
4/23/1955,212
4/24/1955,194
4/25/1955,188
4/26/1955,200
4/27/1955,212
4/28/1955,192
4/29/1955,177
4/30/1955,196
5/1/1955,232
5/2/1955,252
5/3/1955,230
5/4/1955,221
5/5/1955,221
5/6/1955,230
5/7/1955,252
5/8/1955,272
5/9/1955,265
5/10/1955,343
5/11/1955,409
5/12/1955,508
5/13/1955,517
5/14/1955,512
5/15/1955,526
5/16/1955,486
5/17/1955,429
5/18/1955,458
5/19/1955,550
5/20/1955,526
5/21/1955,494
5/22/1955,517
5/23/1955,555
5/24/1955,535
5/25/1955,530
5/26/1955,504
5/27/1955,429
5/28/1955,380
5/29/1955,349
5/30/1955,334
5/31/1955,322
6/1/1955,322
6/2/1955,313
6/3/1955,292
6/4/1955,283
6/5/1955,278
6/6/1955,268
6/7/1955,280
6/8/1955,310
6/9/1955,388
6/10/1955,364
6/11/1955,328
6/12/1955,334
6/13/1955,340
6/14/1955,343
6/15/1955,370
6/16/1955,331
6/17/1955,301
6/18/1955,286
6/19/1955,270
6/20/1955,260
6/21/1955,262
6/22/1955,258
6/23/1955,258
6/24/1955,260
6/25/1955,260
6/26/1955,260
6/27/1955,248
6/28/1955,242
6/29/1955,232
6/30/1955,235
7/1/1955,235
7/2/1955,228
7/3/1955,223
7/4/1955,219
7/5/1955,212
7/6/1955,206
7/7/1955,198
7/8/1955,192
7/9/1955,186
7/10/1955,181
7/11/1955,181
7/12/1955,181
7/13/1955,331
7/14/1955,374
7/15/1955,374
7/16/1955,370
7/17/1955,367
7/18/1955,204
7/19/1955,163
7/20/1955,156
7/21/1955,156
7/22/1955,159
7/23/1955,200
7/24/1955,275
7/25/1955,278
7/26/1955,258
7/27/1955,295
7/28/1955,343
7/29/1955,394
7/30/1955,384
7/31/1955,374
8/1/1955,394
8/2/1955,499
8/3/1955,512
8/4/1955,522
8/5/1955,585
8/6/1955,720
8/7/1955,968
8/8/1955,942
8/9/1955,948
8/10/1955,916
8/11/1955,922
8/12/1955,762
8/13/1955,585
8/14/1955,476
8/15/1955,580
8/16/1955,494
8/17/1955,409
8/18/1955,481
8/19/1955,560
8/20/1955,545
8/21/1955,570
8/22/1955,575
8/23/1955,499
8/24/1955,458
8/25/1955,499
8/26/1955,468
8/27/1955,508
8/28/1955,635
8/29/1955,625
8/30/1955,605
8/31/1955,600
9/1/1955,625
9/2/1955,605
9/3/1955,620
9/4/1955,555
9/5/1955,575
9/6/1955,417
9/7/1955,374
9/8/1955,355
9/9/1955,349
9/10/1955,343
9/11/1955,340
9/12/1955,331
9/13/1955,322
9/14/1955,322
9/15/1955,313
9/16/1955,252
9/17/1955,240
9/18/1955,228
9/19/1955,228
9/20/1955,226
9/21/1955,223
9/22/1955,215
9/23/1955,208
9/24/1955,206
9/25/1955,260
9/26/1955,258
9/27/1955,232
9/28/1955,212
9/29/1955,230
9/30/1955,228
10/1/1955,200
10/2/1955,180
10/3/1955,172
10/4/1955,170
10/5/1955,168
10/6/1955,166
10/7/1955,155
10/8/1955,157
10/9/1955,151
10/10/1955,148
10/11/1955,146
10/12/1955,142
10/13/1955,141
10/14/1955,127
10/15/1955,120
10/16/1955,119
10/17/1955,117
10/18/1955,117
10/19/1955,116
10/20/1955,114
10/21/1955,114
10/22/1955,114
10/23/1955,119
10/24/1955,117
10/25/1955,113
10/26/1955,126
10/27/1955,144
10/28/1955,142
10/29/1955,134
10/30/1955,141
10/31/1955,148
11/1/1955,149
11/2/1955,144
11/3/1955,122
11/4/1955,155
11/5/1955,159
11/6/1955,148
11/7/1955,148
11/8/1955,132
11/9/1955,148
11/10/1955,155
11/11/1955,159
11/12/1955,159
11/13/1955,164
11/14/1955,168
11/15/1955,146
11/16/1955,74
11/17/1955,73
11/18/1955,117
11/19/1955,119
11/20/1955,136
11/21/1955,136
11/22/1955,127
11/23/1955,100
11/24/1955,70
11/25/1955,66
11/26/1955,83
11/27/1955,110
11/28/1955,93
11/29/1955,83
11/30/1955,110
12/1/1955,116
12/2/1955,110
12/3/1955,92
12/4/1955,81
12/5/1955,69
12/6/1955,70
12/7/1955,89
12/8/1955,92
12/9/1955,89
12/10/1955,87
12/11/1955,95
12/12/1955,78
12/13/1955,92
12/14/1955,99
12/15/1955,85
12/16/1955,78
12/17/1955,84
12/18/1955,82
12/19/1955,90
12/20/1955,84
12/21/1955,83
12/22/1955,83
12/23/1955,96
12/24/1955,103
12/25/1955,81
12/26/1955,77
12/27/1955,84
12/28/1955,76
12/29/1955,72
12/30/1955,61
12/31/1955,69
1/1/1956,75
1/2/1956,53
1/3/1956,57
1/4/1956,64
1/5/1956,74
1/6/1956,77
1/7/1956,78
1/8/1956,81
1/9/1956,74
1/10/1956,66
1/11/1956,68
1/12/1956,66
1/13/1956,66
1/14/1956,66
1/15/1956,68
1/16/1956,65
1/17/1956,64
1/18/1956,62
1/19/1956,58
1/20/1956,62
1/21/1956,62
1/22/1956,62
1/23/1956,62
1/24/1956,60
1/25/1956,58
1/26/1956,56
1/27/1956,54
1/28/1956,56
1/29/1956,58
1/30/1956,62
1/31/1956,62
2/1/1956,58
2/2/1956,56
2/3/1956,54
2/4/1956,58
2/5/1956,60
2/6/1956,62
2/7/1956,60
2/8/1956,58
2/9/1956,58
2/10/1956,62
2/11/1956,68
2/12/1956,80
