SITE_NO,STATION_NM,REG,SQMI,ABS_DIFF
06425100,ELK CR NR RAPID CITY SD,10,210.7110,0.0014
06425500,ELK CR NEAR ELM SPRINGS SD,10,547.8871,0.0020
06425720,BELLE FOURCHE R BL RATTLESNAKE C NR PINEY WY,10,493.9890,0.0020
06425750,COAL CREEK NR PINEY WY,10,70.5155,0.0179
06425780,BELLE FOURCHE R AB DRY C NR PINEY WY,10,592.7658,0.0021
06425900,CABALLO C AT MOUTH NR PINEY WY,10,261.2409,0.0048
06426000,BELLE FOURCHE RIVER NR MOORCROFT WYO,10,1384.7324,0.0034
06426100,"STONEPILE CREEK AT GILLETTE, WY",10,12.0155,0.0728
06426130,"DONKEY CREEK NEAR GILLETTE, WY",10,63.6890,0.0046
06426160,"STONEPILE CREEK AT MOUTH, NEAR GILLETTE, WY",10,14.6641,0.0113
06426400,DONKEY C NR MOORCROFT WY,10,243.5338,0.0100
06426500,"BELLE FOURCHE RIVER BELOW MOORCROFT, WY",10,1690.5354,0.0003
06427000,"KEYHOLE RESERVOIR NEAR MOORCROFT, WY",10,1952.5321,0.0002
06427500,"BELLE FOURCHE RIVER BEL KEYHOLE RESERVOIR, WY",10,1952.5988,0.0007
06428000,"BELLE FOURCHE RIVER AT HULETT, WYO.",10,2764.3260,0.0127
06428200,"BELLE FOURCHE RIVER NEAR ALVA, WY",10,2940.1421,0.0027
06428500,BELLE FOURCHE R AT WY-SD STATE LINE,10,3236.0611,0.0037
06429000,BELLE FOURCHE R AT BELLE FOURCHE SD,10,3317.5114,0.0126
06429905,"SAND CREEK NEAR RANCH A, NEAR BEULAH, WY",10,272.3345,0.0097
06430500,REDWATER CR AT WY-SD STATE LINE,10,477.7310,0.0068
06430532,"CROW CREEK NEAR BEULAH, WY",10,40.7713,0.0007
06430770,"SPEARFISH CREEK NEAR LEAD, SD",10,66.8932,0.0291
06430800,"ANNIE CREEK NEAR LEAD, SD",10,3.5715,0.0425
06430850,"LITTLE SPEARFISH CREEK NEAR LEAD, SD",10,27.7332,0.0024
06430898,"SQUAW CREEK NEAR SPEARFISH, SD",10,7.3338,0.0019
06430900,"SPEARFISH CREEK ABOVE SPEARFISH, SD",10,143.1433,0.0010
06431500,SPEARFISH CR AT SPEARFISH SD,10,164.9052,0.0006
06432020,"SPEARFISH CREEK BELOW SPEARFISH, SD",10,209.6581,0.0016
06433000,REDWATER RIVER ABOVE BELLE FOURCHE SD,10,925.6032,0.0047
06433500,HAY CR AT BELLE FOURCHE SD,10,122.8196,0.0015
06435500,BELLE FOURCHE R NEAR BELLE FOURCHE SD,10,4371.9110,0.0144
06436000,BELLE FOURCHE R NEAR FRUITDALE SD,10,4501.7038,0.0040
06436156,"WHITETAIL CREEK AT LEAD, SD",10,6.5981,0.0012
06436165,"DEADWOOD CREEK AT CENTRAL CITY, SD",10,4.8273,0.0168
06436170,WHITEWOOD CREEK AT DEADWOOD,10,41.0771,0.0093
06436180,"WHITEWOOD CR ABOVE WHITEWOOD,SD",10,56.5404,0.0028
06436190,WHITEWOOD CREEK NEAR WHITEWOOD SD,10,77.2585,0.0031
06436198,WHITEWOOD CR ABOVE VALE SD,10,101.8114,0.0018
06436250,BELLE FOURCHE RIVER AT VALE SD,10,4941.7460,0.0175
06436500,HORSE CR NEAR NEWELL SD,10,66.6208,0.0042
06436700,INDIAN CR NEAR ARPAN SD,10,312.8922,0.0003
06436760,HORSE CR ABOVE VALE SD,10,460.8749,0.0003
06436800,HORSE CR NEAR VALE SD,10,522.6125,0.0012
06437000,BELLE FOURCHE R NEAR STURGIS SD,10,5800.4803,0.0035
06437020,"BEAR BUTTE CREEK NEAR DEADWOOD, SD",10,15.7632,0.0023
06437200,BEAR BUTTE CR NEAR GALENA SD,10,51.8775,0.0043
06437400,"BEAR BUTTE CREEK AT STURGIS, SD",10,73.7558,0.0020
06437500,BEAR BUTTE CR NEAR STURGIS SD,10,180.7358,0.0015
06438000,BELLE FOURCHE RIVER NEAR ELM SPRINGS,10,7007.4663,0.0031
06438500,CHEYENNE R NEAR PLAINVIEW SD,10,21355.9535,0.0032
06439000,CHERRY CR NEAR PLAINVIEW SD,10,1209.6669,0.0165
06439300,"CHEYENNE RIVER AT CHERRY CREEK,SD",10,23570.9785,0.0030
06439500,CHEYENNE R NEAR EAGLE BUTTE SD,10,24232.3434,0.0032
06440200,SOUTH FORK BAD R NEAR COTTONWOOD SD,10,250.6529,0.0247
06440500,NORTH FORK BAD R NEAR PHILIP SD,10,186.9830,0.1401
06441000,BAD R NEAR MIDLAND SD,10,1465.4929,0.0003
06441400,"WILLOW CREEK NEAR FORT PIERRE, SD",10,103.3925,0.0137
06441500,BAD R NEAR FORT PIERRE SD,10,3147.6975,0.0002
06442500,MEDICINE CR AT KENNEBEC SD,10,445.8821,0.0003
06442718,CAMPBELL C NR LEE'S CORNER,10,54.2911,0.0093
06442900,ELM CR NEAR GANN VALLEY SD,10,379.1443,0.0057
06445000,"WHITE R BELW COTTONWOOD C N WHITNEY, NEBR.",10,637.6226,0.0568
06445500,WHITE R NEAR CHADRON NEBR,10,716.1109,0.0452
06445590,BIG BORDEAUX CREEK NEAR CHADRON NEBR,10,8.4263,0.1055
06445685,WHITE R NR NE-SD STATE LINE,10,1367.7067,0.0017
06445700,"WHITE RIVER AT SLIM BUTTE, SD",10,1426.6216,0.0017
06445980,WHITE CLAY CR NEAR OGLALA SD,10,375.9901,0.0000
06446000,WHITE R NEAR OGLALA SD,10,2156.9590,0.0014
06446100,"WOUNDED KNEE CREEK AT WOUNDED KNEE, SD",10,79.4637,0.0811
06446500,WHITE R NEAR INTERIOR SD,10,4101.6868,0.0013
06447000,WHITE R NEAR KADOKA SD,10,4961.2711,0.0010
06447230,"BLACK PIPE CREEK NR BELVIDERE, SD",10,273.9611,0.0035
06447450,"WHITE RIVER NEAR WHITE RIVER, SD",10,6210.9515,0.0008
06447500,LITTLE WHITE R NEAR MARTIN SD,10,319.1532,0.0197
06448000,LAKE CR ABOVE REFUGE NEAR TUTHILL SD,10,58.8888,0.0404
06449100,LITTLE WHITE R NEAR VETAL SD,10,637.2233,0.0294
06449300,LITTLE WHITE R ABV ROSEBUD SD,10,946.1937,0.0631
06449400,ROSEBUD CR AT ROSEBUD SD,10,49.1188,0.0701
06449500,LITTLE WHITE R NEAR ROSEBUD SD,10,1071.1129,0.0369
06450500,LITTLE WHITE R BELOW WHITE RIVER SD,10,1587.3621,0.0254
06452000,WHITE R NEAR OACOMA SD,10,9957.9226,0.0038
06452320,"PLATTE CREEK NEAR PLATTE, SD",10,743.5636,0.0046
06453255,CHOTEAU CR NR AVON SD,10,588.3972,0.0094
06453500,"PONCA CREEK AT ANOKA, NEBR.",10,503.9946,0.0020
06453600,"PONCA CREEK AT VERDEL, NEBR.",10,811.3582,0.0008
06454000,NIOBRARA RIVER AT WYO-NEBR. STATE LINE,10,453.7566,0.0027
06454100,"NIOBRARA RIVER AT AGATE, NEBR.",10,938.2855,0.0046
06454500,"NIOBRARA RIVER ABOVE BOX BUTTE RESERVOIR, NE",10,1425.9739,0.0186
06455500,NIOBRARA RIVER BELOW BOX BUTTE RESERVOIR NEBR,10,1477.1949,0.0118
06455900,"NIOBRARA RIVER NEAR DUNLAP, NEBR.",10,1683.1224,0.0653
06457500,"NIOBRARA RIVER NEAR GORDON, NEBR.",10,4522.2043,0.0541
06459175,"SNAKE R AT DOUGHBOY, NE",10,413.3143,0.0205
06459200,SNAKE RIVER ABV MERRITT RESERVOIR NEBR,10,441.3627,0.0031
06459500,"SNAKE RIVER NEAR BURGE, NEBR.",10,603.2503,0.0860
06460900,"MINNECHADUZA CREEK NEAR KILGORE, NEBRASKA",10,86.2700,0.0149
06461000,"MINNECHADUZA CREEK AT VALENTINE, NEBR.",10,383.6376,0.0163
06462000,NIOBRARA RIVER NR NORDEN NEBR,10,8643.9750,0.0303
06462500,"PLUM CREEK AT MEADVILLE, NE",10,536.9770,0.0018
06463500,"LONG PINE CREEK NEAR RIVERVIEW, NEBR.",10,476.8706,0.0412
06463720,"NIOBRARA RIVER AT MARIAVILLE, NE",10,10058.6276,0.0253
06464000,KEYA PAHA R NEAR HIDDEN TIMBER SD,10,358.0579,0.1189
06464100,KEYA PAHA R NEAR KEYAPAHA SD,10,530.5144,0.0084
06464500,KEYA PAHA R AT WEWELA SD,10,1127.7044,0.0011
06464900,"KEYA PAHA RIVER NEAR NAPER, NEBR.",10,1691.4701,0.0009
06465000,"NIOBRARA RIVER NEAR SPENCER, NEBR.",10,12298.3685,0.1110
06465310,"EAGLE CREEK NR REDBIRD, NEBR.",10,213.9166,0.0384
06465440,"REDBIRD C AT REDBIRD, NE",10,158.0986,0.0070
06465500,"NIOBRARA RIVER NR. VERDEL, NEBR.",10,12817.7437,0.1069
06465680,"NORTH BR VERDIGRE CR NR VERDIGRE, NE",10,140.4753,0.0254
06466500,"BAZILE CREEK NEAR NIOBRARA, NE",10,456.6693,0.0379
06467500,MISSOURI R AT YANKTON SD,10,279413.7337,0.0003
06467600,"JAMES RIVER NR MANFRED, ND",10,275.9727,0.0908
06467900,"BIG SLOUGH AT HAMBERG, ND",10,51.8521,0.1358
06468000,"JAMES RIVER AT NEW ROCKFORD, ND",10,713.8546,0.0002
06468170,"JAMES RIVER NR GRACE CITY, ND",10,1084.5927,0.0232
06468190,"JUANITA LAKE TRIBUTARY NR GRACE CITY, ND",10,92.6916,0.0139
06468250,"JAMES RIVER ABOVE ARROWWOOD LAKE NR KENSAL, ND",10,1251.9710,0.0433
06468300,"KELLY CREEK BELOW NICCUM RES NR BORDULAC, ND",10,183.0195,0.0265
06468500,"JAMES RIVER NEAR PINGREE, ND",10,1702.1478,0.0193
06469400,"PIPESTEM CREEK NR PINGREE, ND",10,643.7151,0.0804
06469500,"PIPESTEM CREEK NEAR BUCHANAN, ND",10,702.0486,0.0738
06469820,"PIPESTEM RESERVOIR NR JAMESTOWN, ND",10,1025.8054,0.0156
06470000,"JAMES RIVER AT JAMESTOWN, ND",10,2880.0902,0.0213
06470500,"JAMES RIVER AT LAMOURE, ND",10,4320.3943,0.0159
06470830,"JAMES RIVER AT OAKES, ND",10,5226.3427,0.0176
06470875,"DAKOTA LAKE NR LUDDEN, ND",10,5310.4923,0.0309
06470878,JAMES RIVER AT ND-SD STATE LINE,10,5317.8299,0.0296
06470980,"JAMES RIVER NEAR HECLA, SD",10,5332.6382,0.0339
06471000,JAMES R AT COLUMBIA SD,10,5710.4981,0.0250
06471200,MAPLE R AT ND-SD STATE LINE,10,731.1965,0.0212
06471500,ELM R AT WESTPORT SD,10,1492.2451,0.0078
06471510,ELM RIVER NEAR ORDWAY,10,1509.1251,0.0058
06471550,"JAMES RIVER BELOW COLUMBIA, SD",10,7238.4839,0.0209
06471770,"MOCCASIN CREEK AT ABERDEEN, SD",10,59.1279,0.0283
06471800,"FOOT CREEK NEAR ABERDEEN, SD",10,171.3994,0.0093
06472000,JAMES R NEAR STRATFORD SD,10,9274.8142,0.0462
06472500,MUD CR NEAR STRATFORD SD,10,807.4135,0.0156
06473000,JAMES R AT ASHTON SD,10,10214.3066,0.0485
06473500,SOUTH FORK SNAKE CR NEAR ATHOL SD,10,1698.2403,0.0279
06473700,SNAKE CR NEAR ASHTON SD,10,2636.4522,0.0077
06473750,WOLF CR NEAR REE HEIGHTS SD,10,298.9804,0.1048
06474000,TURTLE CR NEAR TULARE SD,10,1087.2594,0.0301
06474300,MEDICINE CR NEAR ZELL SD,10,199.4256,0.0272
06474500,TURTLE CR AT REDFIELD SD,10,1429.8286,0.0346
06475000,JAMES R NEAR REDFIELD SD,10,14309.6528,0.0287
06476000,JAMES R AT HURON SD,10,16435.7419,0.0357
06476500,SAND CR NEAR ALPENA SD,10,258.5406,0.0094
06477000,JAMES R NEAR FORESTBURG SD,10,18207.4843,0.0351
06477150,ROCK CR NEAR FULTON SD,10,266.9741,0.1265
06477500,FIRESTEEL CR NEAR MOUNT VERNON SD,10,583.9545,0.0052
06478000,JAMES R NEAR MITCHELL SD,10,19716.7289,0.0323
06478052,ENEMY CR NEAR MITCHELL SD,10,161.1064,0.0176
06478390,WOLF CR NEAR CLAYTON SD,10,402.9299,0.0149
06478420,LONETREE CR AT OLIVET SD,10,108.4120,0.0320
06478500,JAMES R NEAR SCOTLAND SD,10,21280.6716,0.0304
06478513,JAMES RIVER NR YANKTON SD,10,21572.4290,0.0301
06478514,BEAVER CR NR YANKTON SD,10,143.5683,0.0099
06478518,"BOW CREEK NR ST. JAMES, NEBR.",10,304.5083,0.0017
06478535,"EAST FORK VERMILLION RIVER NEAR RAMONA, SD",10,533.9073,0.0510
06478540,LITTLE VERMILLION R NEAR SALEM SD,10,77.1181,0.0189
06478600,"EAST FORK VERMILLION RIVER NEAR PARKER, SD",10,951.0346,0.0293
06478690,WEST FORK VERMILLION R NEAR PARKER SD,10,366.6311,0.0301
06479010,VERMILLION RIVER NR VERMILLION SD,10,2267.0974,0.0063
06479490,"MUD CREEK NEAR RAUVILLE, SD",10,28.9932,0.0032
06479498,"SOUTH BRANCH TRIB TO MUD CR NR RAUVILLE, SD",10,15.1367,0.0024
06479515,WILLOW CR NEAR WATERTOWN SD,10,109.8367,0.0077
06479529,STRAY HORSE CR NEAR CASTLEWOOD SD,10,73.4893,0.0136
06479640,HIDEWOOD CR NEAR ESTELLINE SD,10,161.8768,0.0054
06479910,SIXMILE CR NR BROOKINGS SD,10,60.1988,0.0016
06479928,BATTLE CR NEAR NUNDA SD,10,160.9178,0.0128
06479980,"MEDARY CR NEAR BROOKINGS, SD",10,200.8051,0.0142
06480400,SPRING CR NEAR FLANDREAU SD,10,61.9377,0.0088
06480650,FLANDREAU CR ABOVE FLANDREAU SD,10,99.5458,0.0144
06481493,"SKUNK CREEK NEAR HARTFORD, SD",10,447.2544,0.1299
06481500,SKUNK CR AT SIOUX FALLS SD,10,620.2915,0.0005
06482010,"SILVER CREEK AT SIOUX FALLS, SD",10,33.6068,0.0184
06482020,BIG SIOUX R AT NORTH CLIFF AVE AT SIOUX FALLS SD,10,4466.5308,0.0417
06482100,BIG SIOUX R NR BRANDON SD,10,4521.3793,0.1406
06482610,SPLIT ROCK CR AT CORSON SD,10,482.5406,0.0011
06482848,BEAVER CR AT CANTON SD,10,126.7272,0.0058
06483000,"ROCK RIVER AT LUVERNE, MN",10,417.4227,0.0038
06483270,"Rock River at Rock Rapids, IA",10,783.1518,0.0062
06483290,"Rock River below Tom Creek at Rock Rapids, IA",10,846.3605,0.0078
06483500,"Rock River near Rock Valley, IA",10,1584.9801,0.0044
06484000,"Dry Creek at Hawarden, IA",10,49.0020,0.0124
06485500,"Big Sioux River at Akron, IA",10,7685.1114,0.0246
06485696,BRULE CREEK NR ELK POINT SD,10,203.6771,0.0016
06599900,"Perry Creek near Milnerville, IA",10,15.0599,0.0176
06599950,"Perry Creek near Hinton, IA",10,33.1356,0.0011
06600000,"Perry Creek at 38th Street, Sioux City, IA",10,64.8872,0.0033
06600100,"Floyd River at Alton, IA",10,271.1982,0.0119
06600500,"Floyd River at James, IA",10,887.1555,0.0013
06600900,"SOUTH OMAHA CREEK AT WALTHILL, NEBR.",10,51.1877,0.0003
06601000,"OMAHA CR AT HOMER, NEBR",10,173.9660,0.0002
06601100,"BLACKBIRD CREEK NR MACY, NEBR.",10,101.7246,0.0027
06601200,"Missouri River at Decatur, NE",10,315473.2518,0.0023
06602000,"West Fork Ditch at Holly Springs, IA",10,399.0110,0.0000
06602020,"West Fork Ditch at Hornick, IA",10,403.3688,0.0009
06602400,"Monona-Harrison Ditch near Turin, IA",10,906.4152,0.0071
06603000,"LITTLE SIOUX RIVER NEAR LAKEFIELD, MN",10,15.9998,0.0643
06603500,"JACKSON COUNTY DITCH #11 NEAR LAKEFIELD, MN",10,7.0905,0.0780
06603920,"Loon Creek near Orleans, IA",10,31.3446,0.0111
06604100,"Spirit Lake Outlet at Orleans, IA",10,66.6270,0.1187
06604400,"Milford Creek at Milford, IA",10,141.1907,0.0329
06604440,"Little Sioux River at 300th St near Spencer, IA",10,534.0438,0.0211
06605000,"Ocheyedan River near Spencer, IA",10,422.0151,0.0094
06605100,"Little Sioux River at Spencer, IA",10,993.2543,0.0033
06605600,"Little Sioux River at Gillett Grove, IA",10,1332.3031,0.0013
06605850,"Little Sioux River at Linn Grove, IA",10,1543.7156,0.0028
06606600,"Little Sioux River at Correctionville, IA",10,2491.9880,0.0032
06606700,"Little Sioux River near Kennebec, IA",10,2732.5366,0.0020
06607000,"Odebolt Creek near Arthur, IA",10,39.5499,0.0064
06607200,"Maple River at Mapleton, IA",10,669.6442,0.0010
06607500,"Little Sioux River near Turin, IA",10,3521.4418,0.0013
06608000,"TEKAMAH CREEK AT TEKAMAH, NEBR.",10,23.0320,0.0014
06608500,"Soldier River at Pisgah, IA",10,408.6031,0.0039
06609000,"NEW YORK CREEK AT HERMAN, NEBR.",10,26.2647,0.0340
06609200,"Steer Creek near Magnolia, IA",10,9.5018,0.0261
06609500,"Boyer River at Logan, IA",10,869.5381,0.0017
06609560,"Willow Creek near Soldier, IA",10,28.7680,0.0114
06609590,"Thompson Creek near Woodbine, IA",10,7.1416,0.0246
06609600,"Willow Creek near Logan, IA",10,129.9845,0.0076
06610000,"Missouri River at Omaha, NE",10,322515.2727,0.0009
06610520,"Mosquito Creek near Earling, IA",10,33.0255,0.0320
06610732,"BIG PAPILLION CR, 125TH AND FORT, OMAHA, NE",10,129.1495,0.0012
06610770,"Big Papillion Creek at Q Street at Omaha, Nebr.",10,216.3723,0.0075
06610788,"South Papillion Creek at Chalco, Nebr.",10,30.4106,0.0003
06611000,"COLORADO CREEK NEAR SPICER, CO.",10,25.7956,0.0002
06611100,"GRIZZLY CREEK NEAR SPICER, CO.",10,119.2812,0.0109
06611200,"BUFFALO CREEK NEAR HEBRON, CO.",10,56.6120,0.0055
06611300,"GRIZZLY CREEK NEAR HEBRON, CO.",10,222.8460,0.0007
06611500,"GRIZZLY CREEK NEAR WALDEN, CO.",10,264.1146,0.0237
06611700,"LITTLE GRIZZLY CREEK NEAR COALMONT, CO.",10,10.1495,0.0049
06611800,"LITTLE GRIZZLY CREEK ABOVE COALMONT, CO.",10,35.9398,0.0153
06611900,"LITTLE GRIZZLY CREEK ABOVE HEBRON, CO.",10,52.6569,0.0088
06612000,"LITTLE GRIZZLY CREEK NEAR HEBRON, CO.",10,98.4561,0.0015
06612500,"ROARING FORK NEAR WALDEN, CO.",10,78.7965,0.0038
06613000,"NORTH PLATTE RIVER NEAR WALDEN, CO.",10,470.9390,0.0041
06614800,"MICHIGAN RIVER NEAR CAMERON PASS, CO.",10,1.5554,0.0100
06615000,"SOUTH FORK MICHIGAN RIVER NEAR GOULD, CO.",10,11.8161,0.0365
06616000,"NORTH FORK MICHIGAN RIVER NEAR GOULD, CO.",10,20.5332,0.0016
06617100,"MICHIGAN RIVER AT WALDEN, CO.",10,180.6948,0.0072
06617500,"ILLINOIS CREEK NEAR RAND, CO.",10,70.2489,0.0050
06618000,"WILLOW CREEK NEAR RAND, CO.",10,56.2131,0.0056
06618300,"ILLINOIS RIVER BLW ISH BALDWIN DITCH NR WALDEN, CO",10,181.6466,0.0036
06618480,"ILLINOIS RIVER BLW POTTER CREEK NR WALDEN, CO",10,256.2266,0.0030
06618500,"ILLINOIS CREEK AT WALDEN, CO.",10,257.7413,0.0049
06619000,"MICHIGAN RIVER NEAR COWDREY, CO.",10,474.0834,0.0082
06619400,"CANADIAN RIVER NEAR LINDLAND, CO.",10,43.1628,0.0190
06619415,"BUSH DRAW NEAR WALDEN, CO.",10,3.9312,0.0412
06619420,"WILLIAMS DRAW NEAR WALDEN, CO",10,3.3790,0.1446
06619450,"CANADIAN RIVER NEAR BROWNLEE, CO.",10,158.3397,0.0022
06619500,"CANADIAN RIVER AT COWDREY, CO.",10,170.9762,0.0554
06620000,"NORTH PLATTE RIVER NEAR NORTHGATE, CO",10,1429.5881,0.0010
06620400,"DOUGLAS CREEK ABOVE KEYSTONE, WY",10,22.1577,0.0026
06620500,"DOUGLAS CREEK NEAR KEYSTONE, WY",10,25.4759,0.0048
06621000,"DOUGLAS CREEK NEAR FOXPARK, WY",10,118.1410,0.0155
06622500,FRENCH C NR FRENCH WYO,10,60.9779,0.0231
06622700,"NORTH BRUSH CREEK NEAR SARATOGA, WY",10,38.1565,0.0202
06622900,"SOUTH BRUSH CREEK NEAR SARATOGA, WYO.",10,23.7023,0.0396
06623000,BRUSH CREEK AT UPPER STATION NR SARATOGA WYO,10,78.3201,0.0171
06623500,BRUSH CREEK AT LOWER STATION NR SARATOGA WYO,10,106.1502,0.0079
06623800,"ENCAMPMENT RIVER AB HOG PARK CR, NR ENCAMPMENT, WY",10,72.6935,0.0001
06623900,ENCAMPMENT R NR ENCAMPMENT WYO,10,102.3973,0.0248
06624000,ENCAMPMENT RIVER ABOVE ENCAMPMENT WYO,10,204.0274,0.0144
06624500,"ENCAMPMENT RIVER AT ENCAMPMENT, WY",10,204.3436,0.0315
06625000,"ENCAMPMENT RIVER AT MOUTH, NEAR ENCAMPMENT, WY",10,261.8772,0.0118
06625500,COW CREEK NR SARATOGA WYO,10,59.6647,0.0130
06627000,NORTH PLATTE RIVER AT SARATOGA WYO,10,2835.7505,0.0015
06627300,JACK C A JACK C PARK NR SARATOGA WY,10,12.9687,0.0630
06627600,"JACK CREEK BEL LITTLE JACK CREEK, NR SARATOGA, WY",10,101.8789,0.0375
06627800,"JACK CREEK ABOVE COYOTE DRAW, NEAR SARATOGA, WY",10,108.8512,0.0014
06628000,JACK CREEK AT BLYDENBURGHS RANCH NR SARATOGA WYO,10,117.1073,0.0363
06628700,SAGE C BL ADAMS RE NR RAWLINS WYO,10,25.3508,0.0432
06628750,SAGE C NR RAWLINS WYO,10,51.1488,0.0164
06628800,"SAGE CREEK NEAR SARATOGA, WYO",10,249.7372,0.0504
06628900,"PASS CREEK NEAR ELK MOUNTAIN, WY",10,89.1649,0.0255
06630000,"N PLATTE RIV AB SEMINOE RESERVOIR, NR SINCLAIR, WY",10,4315.2903,0.0336
06630300,BIG DITCH NR COYOTE SPRINGS WY,10,110.4118,0.0037
06630330,NORTH DITCH NR COYOTE SPRINGS WY,10,23.0205,0.0186
06630480,"E F MEDICINE BOW R NR ELK MOUNTAIN, WY",10,17.9520,0.0085
06631000,MEDICINE BOW RIVER NR MEDICINE BOW WYO,10,191.4753,0.0078
06631500,"MEDICINE BOW RIV AB ROCK CR, NR MEDICINE BOW, WY",10,453.7663,0.0407
06632000,DEEP CREEK NR ARLINGTON WYO,10,3.1691,0.0125
06632400,"ROCK CREEK AB KING CANYON CANAL, NR ARLINGTON, WY",10,62.9287,0.0005
06632500,"ROCK CREEK AT ARLINGTON, WY",10,62.9826,0.0235
06633500,"ROCK CREEK BELOW ROCK RIVER, WY",10,215.4900,0.0115
06634600,L MEDICINE BOW R NR MEDICINE BOW WYO,10,1037.3480,0.0772
06634620,"L MEDICINE BOW R AT BOLES SPRING, NR MEDICINE BOW",10,1043.7456,0.0771
06634990,HANNA DRAW NR HANNA WY,10,21.7126,0.0052
06635000,"MEDICINE BOW R AB SEMINOE RESERVOIR, NR HANNA, WY",10,2340.0960,0.0009
06635500,"SEMINOE RESERVOIR NEAR LEO, WYO.",10,7316.2588,0.0119
06636000,NORTH PLATTE RIVER ABOVE PATHFINDER RESERVOIR WY,10,7327.0900,0.0119
06636500,SAGE C AB PATHFINDER RES WYO,10,189.9075,0.0005
06637000,DEWEESE CREEK NR ALCOVA WYO,10,16.0488,0.0214
06637550,"SWEETWATER RIVER NEAR SOUTH PASS CITY, WY",10,176.0054,0.0056
06637600,"WILLOW CREEK NEAR ATLANTIC CITY, WY",10,3.0788,0.0004
06637700,"WILLOW CREEK NEAR SOUTH PASS CITY, WY",10,9.1901,0.0022
06637750,"ROCK CREEK ABOVE ROCK CREEK RESERVOIR, WYO.",10,9.0188,0.0197
06637800,"ROCK CREEK NEAR SOUTH PASS CITY, WY",10,9.8496,0.0021
06637910,"ROCK CREEK AT ATLANTIC CITY, WYO.",10,21.3008,0.0000
06638000,SWEETWATER RIVER NR ATLANTIC CITY WYO,10,436.4436,0.0036
06638090,"SWEETWATER RIVER NEAR SWEETWATER STATION, WY",10,851.9072,0.0034
06639000,"SWEETWATER RIVER NEAR ALCOVA, WY",10,2376.3423,0.0164
06639500,HORSE CREEK NR ALCOVA WYO,10,125.0377,0.0687
06640000,CANYON CREEK NR ALCOVA WYO,10,97.5491,0.0046
06640500,PATHFINDER RESERVOIR NEAR ALCOVA WYO,10,10828.8840,0.0110
06641500,"ALCOVA RESERVOIR AT ALCOVA, WYO.",10,10893.6510,0.0119
06642000,"NORTH PLATTE RIVER AT ALCOVA, WY",10,10929.5376,0.0109
06642500,"BATES CREEK NEAR FREELAND, WY",10,107.8494,0.0860
06642650,"STINKING CR AB LAWN CR, NR ALCOVA, WY",10,92.1363,0.0037
06643000,"BATES CREEK NEAR ALCOVA, WY",10,395.2900,0.0058
06643500,"NORTH PLATTE RIVER NEAR GOOSE EGG, WY",10,11558.4973,0.0119
06644000,POISON SPIDER CREEK NR GOOSE EGG WYO,10,300.8058,0.0006
06644500,CASPER C AT CASPER WYO,10,657.4796,0.0157
06645000,"NORTH PLATTE RIVER BELOW CASPER, WY",10,12959.7831,0.0307
06645150,"SMITH CREEK ABOVE OTTER CREEK, NEAR CASPER, WY",10,9.7408,0.0171
06645160,SMITH C AT OTTER C NR CASPER WY,10,10.8528,0.0043
06645161,SMITH CR AT OTTER CR NR CASPER AUX.GAGE,10,10.8528,0.0043
06645164,"OTTER CREEK AT MOUTH, NEAR CASPER, WY",10,6.5224,0.0034
06645166,"SMITH CREEK BELOW OTTER CREEK, NEAR CASPER, WY",10,18.5400,0.0022
06645174,"BEAVER CREEK ABOVE POLE CREEK, NEAR CASPER, WY",10,4.8065,0.0292
06646000,"DEER CREEK IN CANYON, NEAR GLENROCK, WY",10,139.2069,0.0015
06646280,L DEER C AB E CART C NR GLENROCK WY,10,3.8742,0.0041
06646300,L DEER C BL E CART C NR GLENROCK WY,10,7.5593,0.0106
06646500,"DEER CREEK AT GLENROCK, WY",10,212.8477,0.0040
06646600,"DEER CREEK BELOW MILLAR WASTEWAY, AT GLENROCK, WY",10,212.9367,0.0003
06646800,"NORTH PLATTE RIVER NEAR GLENROCK, WY",10,13657.5878,0.0088
06647500,"BOX ELDER CREEK AT BOXELDER, WY",10,64.6780,0.0266
06647800,BOX ELDER CR NR BOXELDER,10,135.9777,0.0002
06647810,BOX ELDER CR AT CONVERSE CO PARK NR CAREYHURST,10,138.2517,0.0018
06647890,L BOX ELDER C NR CAREYHURST WY,10,7.1548,0.0035
06647900,L BOX ELDER C AT L BOX ELDER CV NR CAREYHURST WY,10,8.4471,0.0027
06648000,"BOX ELDER CREEK NEAR CAREYHURST, WYO.",10,199.9058,0.0104
06649000,"LA PRELE CREEK NEAR DOUGLAS, WYO.",10,126.9798,0.0594
06649200,LA PRELE C BL LA PRELE RES WYO,10,150.2231,0.0117
06649500,"LA PRELE CREEK NEAR ORPHA, WYO.",10,175.6499,0.0076
06650500,"WAGONHOUND CREEK NEAR LA BONTE, WY",10,112.0958,0.0009
06651500,"LA BONTE CREEK NEAR LA BONTE, WYO.",10,291.2408,0.0148
06652000,"NORTH PLATTE RIVER AT ORIN, WY",10,15133.4327,0.0072
06652700,"GLENDO RESERVOIR NEAR GLENDO, WYO",10,15667.3021,0.0079
06652800,"NORTH PLATTE RIVER BELOW GLENDO RESERVOIR, WY",10,15677.7664,0.0083
06653000,"HORSESHOE CREEK NEAR ESTERBROOK, WY",10,44.6702,0.0182
06653100,HORSESHOE C NR BINFORD WYO,10,105.9619,0.0367
